"","name","phone","addr","loc","link"
"1090","Off Soho Suites Hotel","(646) 902-5991","11 Rivington St","New York, NY 10002","http://www.offsoho.com"
"1091","voco The Franklin New York","(929) 895-3175","164 E 87th St","New York, NY 10128","https://www.vocohotels.com/redirect?path=hd&brandCode=vx&hotelCode=nycvo&_PMID=99601036&cm_mmc=ypm"
"1093","Hotel Indigo Brooklyn","(929) 501-5162","229 Duffield St","Brooklyn, NY 11201","https://www.hotelindigo.com/redirect?path=hd&brandCode=in&hotelCode=bxyid&_PMID=99601036&cm_mmc=ypm"
"1094","Crowne Plaza Suffern-Mahwah","(845) 547-1529","3 Executive Blvd","Suffern, NY 10901","https://www.crowneplaza.com/redirect?path=hd&brandCode=cp&hotelCode=sufny&_PMID=99601036&cm_mmc=ypm"
"1095","Crowne Plaza Times Square Manhattan","(929) 833-7175","1605 Broadway","New York, NY 10019","https://www.crowneplaza.com/redirect?path=hd&brandCode=cp&hotelCode=nycmh&_PMID=99601036&cm_mmc=ypm"
"1097","Crowne Plaza Albany - The Desmond Hotel","(518) 362-4868","660 Albany Shaker Rd","Albany, NY 12211","https://www.crowneplaza.com/redirect?path=hd&brandCode=cp&hotelCode=albdh&_PMID=99601036&cm_mmc=ypm"
"1098","Staybridge Suites Buffalo-Amherst","(716) 755-3006","1290 Sweet Home Rd","Buffalo, NY 14228","https://www.staybridge.com/redirect?path=hd&brandCode=sb&hotelCode=bufrr&_PMID=99601036&cm_mmc=ypm"
"1099","Crowne Plaza JFK Airport New York City","(347) 341-6571","13810 135th Ave","Jamaica, NY 11436","https://www.crowneplaza.com/redirect?path=hd&brandCode=cp&hotelCode=nyccj&_PMID=99601036&cm_mmc=ypm"
"1102","Hotel Indigo Lower East Side New York","(929) 895-3201","171 Ludlow St","New York, NY 10002","https://www.hotelindigo.com/redirect?path=hd&brandCode=in&hotelCode=nycos&_PMID=99601036&cm_mmc=ypm"
"1103","Candlewood Suites Vestal - Binghamton","(607) 338-1330","3605 Vestal Pkwy E","Vestal, NY 13850","https://www.candlewoodsuites.com/redirect?path=hd&brandCode=cw&hotelCode=bgmve&_PMID=99601036&cm_mmc=ypm"
"1104","EVEN Hotels Brooklyn","(347) 815-8377","46 Nevins St","Brooklyn, NY 11217","https://www.evenhotels.com/redirect?path=hd&brandCode=vn&hotelCode=bxyev&_PMID=99601036&cm_mmc=ypm"
"1105","Staybridge Suites Albany Wolf Rd-Colonie Center","(518) 300-4773","39 Wolf Rd","Albany, NY 12205","https://www.staybridge.com/redirect?path=hd&brandCode=sb&hotelCode=albee&_PMID=99601036&cm_mmc=ypm"
"1107","Crowne Plaza HY36 Midtown Manhattan","(917) 672-5644","320 W 36th St","New York, NY 10018","https://www.crowneplaza.com/redirect?path=hd&brandCode=cp&hotelCode=nycpc&_PMID=99601036&cm_mmc=ypm"
"1140","Captain's Cove Motel","(910) 933-2509","6401 E Oak Island Dr","Oak Island, NC 28465","http://captainscovemotel.net"
"1141","West Motel","(828) 360-3632","691 Andrews Rd","Murphy, NC 28906",NA
"1142","Crowne Plaza Hotels & Resorts Asheville","(828) 560-5866","1 Resort Dr","Asheville, NC 28806","https://www.crowneplaza.com/redirect?path=hd&brandCode=cp&hotelCode=avlss&_PMID=99601036&cm_mmc=ypm"
"1144","America's Best Value Inn","(919) 734-4542","701 Us Highway 70 Byp E","Goldsboro, NC 27534","http://www.abvigoldsboro.com/"
"1148","Crowne Plaza Hickory","(828) 666-1090","1385 Lenoir Rhyne Blvd SE","Hickory, NC 28602","https://www.crowneplaza.com/redirect?path=hd&brandCode=cp&hotelCode=hcknc&_PMID=99601036&cm_mmc=ypm"
"1149","Staybridge Suites Durham-Chapel Hill-Rtp","(984) 278-6247","3704 Mount Moriah Rd","Durham, NC 27707","https://www.staybridge.com/redirect?path=hd&brandCode=sb&hotelCode=rdumm&_PMID=99601036&cm_mmc=ypm"
"1151","Candlewood Suites Durham-Rtp","(984) 278-6271","1818 E Nc Highway 54","Durham, NC 27713","https://www.candlewoodsuites.com/redirect?path=hd&brandCode=cw&hotelCode=rdudn&_PMID=99601036&cm_mmc=ypm"
"1152","Staybridge Suites Raleigh-Durham Apt-Morrisville","(984) 333-5441","1012 Airport Blvd","Morrisville, NC 27560","https://www.staybridge.com/redirect?path=hd&brandCode=sb&hotelCode=rduab&_PMID=99601036&cm_mmc=ypm"
"1153","Quality Inn & Suites Airpark East","(336) 668-3638","7067 Albert Pick Road","Greensboro, NC 27409","https://www.choicehotels.com/north-carolina/greensboro/nc360"
"1157","Hotel Indigo Asheville Downtown","(828) 417-0309","151 Haywood St","Asheville, NC 28801","https://www.hotelindigo.com/redirect?path=hd&brandCode=in&hotelCode=avlin&_PMID=99601036&cm_mmc=ypm"
"1158","Candlewood Suites Mooresville/Lake Norman NC","(980) 317-7387","3247 Charlotte Hwy","Mooresville, NC 28117","https://www.candlewoodsuites.com/redirect?path=hd&brandCode=cw&hotelCode=mqvcw&_PMID=99601036&cm_mmc=ypm"
"1163","Staybridge Suites Jacksonville-Camp Lejeune Area","(910) 968-3956","110 Cobia Ct","Jacksonville, NC 28546","https://www.staybridge.com/redirect?path=hd&brandCode=sb&hotelCode=jkvsb&_PMID=99601036&cm_mmc=ypm"
"1165","Staybridge Suites Charlotte Ballantyne","(980) 880-4009","15735 Brixham Hill Ave","Charlotte, NC 28277","https://www.staybridge.com/redirect?path=hd&brandCode=sb&hotelCode=cltcc&_PMID=99601036&cm_mmc=ypm"
"1167","Knights Inn","(252) 355-5699","3435 S Memorial Dr","Greenville, NC 27834",NA
"1174","McClusky Motor Motel","(701) 363-2507","394 Highway 200 NE","Mcclusky, ND 58463","http://mccluskymotormotel.com"
"1175","Staybridge Suites Grand Forks","(701) 864-3553","1175 S 42nd St","Grand Forks, ND 58201","https://www.staybridge.com/redirect?path=hd&brandCode=sb&hotelCode=gfksb&_PMID=99601036&cm_mmc=ypm"
"1176","Staybridge Suites Bismarck","(701) 712-0449","2801 Gateway Ave","Bismarck, ND 58503","https://www.staybridge.com/redirect?path=hd&brandCode=sb&hotelCode=bisgt&_PMID=99601036&cm_mmc=ypm"
"1177","Americas Best Value Inn & Suites Bismarck","(701) 223-8060","1505 Interchange Avenue","Bismarck, ND 58501","https://www.redlion.com/bismarck"
"1178","Staybridge Suites Fargo","(218) 789-1690","4300 20th Ave S","Fargo, ND 58103","https://www.staybridge.com/redirect?path=hd&brandCode=sb&hotelCode=farsb&_PMID=99601036&cm_mmc=ypm"
"1180","Staybridge Suites Minot","(701) 441-7830","3009 S Broadway","Minot, ND 58701","https://www.staybridge.com/redirect?path=hd&brandCode=sb&hotelCode=motav&_PMID=99601036&cm_mmc=ypm"
"1181","Candlewood Suites Bismarck","(701) 354-3842","4400 Skyline Crossings","Bismarck, ND 58503","https://www.candlewoodsuites.com/redirect?path=hd&brandCode=cw&hotelCode=bisac&_PMID=99601036&cm_mmc=ypm"
"1182","Candlewood Suites Fargo-N. Dakota State Univ.","(218) 979-4873","1831 Ndsu Research Park Dr N","Fargo, ND 58102","https://www.candlewoodsuites.com/redirect?path=hd&brandCode=cw&hotelCode=farcw&_PMID=99601036&cm_mmc=ypm"
"1183","Candlewood Suites Williston","(701) 713-8019","3716 6th Ave W","Williston, ND 58801","https://www.candlewoodsuites.com/redirect?path=hd&brandCode=cw&hotelCode=wilcw&_PMID=99601036&cm_mmc=ypm"
"1184","Candlewood Suites Dickinson","(701) 495-9441","1430 Sims St","Dickinson, ND 58601","https://www.candlewoodsuites.com/redirect?path=hd&brandCode=cw&hotelCode=dikcw&_PMID=99601036&cm_mmc=ypm"
"1185","Candlewood Suites Minot","(701) 441-7811","900 37th Ave SW","Minot, ND 58701","https://www.candlewoodsuites.com/redirect?path=hd&brandCode=cw&hotelCode=moteb&_PMID=99601036&cm_mmc=ypm"
"1186","Candlewood Suites Fargo South - Medical Center","(218) 789-1357","4014 17th Ave S","Fargo, ND 58103","https://www.candlewoodsuites.com/redirect?path=hd&brandCode=cw&hotelCode=faras&_PMID=99601036&cm_mmc=ypm"
"1187","Buckboard Inn","(844) 991-6416","1191 1st Ave NW","Beach, ND 58621",NA
"1193","Homewood Suites By Hilton","(701) 235-3150","2021 16th St N","Fargo, ND 58102","http://homewoodsuites3.hilton.com/en/hotels/north-dakota/homewood-suites-by-hilton-fargo-FARHWHW/index.html"
"1199","Days Inn & Suites Airport Dome","(701) 232-0000","1507 19th Ave N","Fargo, ND 58102","http://www.daysinn.com/hotels/north-dakota/fargo/days-inn-and-suites-fargo-19th-ave-airport-dome/hotel-overview"
"1200","Watford Ridge Suites","(701) 770-2993","2076 125TH Ave NW","Watford City, ND 58854","http://www.watfordridge.com"
"1201","Country Inn & Suites","(701) 258-4200","3205 N 14th St","Bismarck, ND 58503",NA
"1208","Buxton Inn The","(740) 587-0001","313 W Broadway","Granville, OH 43023","http://www.buxtoninn.com"
"1209","Buxton Inn The","(740) 587-0001","313 W Broadway","Granville, OH 43023","http://www.buxtoninn.com"
"1211","Crowne Plaza Columbus North- Worthington","(614) 715-4123","6500 Doubletree Ave","Columbus, OH 43229","https://www.crowneplaza.com/redirect?path=hd&brandCode=cp&hotelCode=cmhda&_PMID=99601036&cm_mmc=ypm"
"1212","InterContinental Suites Hotel Cleveland","(216) 465-7966","8800 Euclid Ave","Cleveland, OH 44106","https://www.intercontinental.com/redirect?path=hd&brandCode=ic&hotelCode=clehb&_PMID=99601036&cm_mmc=ypm"
"1213","Crowne Plaza Cleveland Airport","(216) 586-6096","7230 Engle Rd","Cleveland, OH 44130","https://www.crowneplaza.com/redirect?path=hd&brandCode=cp&hotelCode=clemh&_PMID=99601036&cm_mmc=ypm"
"1215","Super 8 Hotel","(740) 446-8080","321 Upper River Rd","Gallipolis, OH 45631","http://www.super8.com/hotels/hotel-overview?hotel_id=03336&tel=8005369326&wid=fe:se:20160201:yl:pp:senat:03336"
"1216","Economy Inn & Suites","(330) 369-4100","4258 Youngstown Rd SE","Warren, OH 44484","https://www.expedia.com/Youngstown-Hotels-Economy-Inn-Suites.h874990.Hotel-Information"
"1218","Staybridge Suites Akron-Stow-Cuyahoga Falls","(234) 274-1415","4351 Steels Pointe","Stow, OH 44224","https://www.staybridge.com/redirect?path=hd&brandCode=sb&hotelCode=stwoh&_PMID=99601036&cm_mmc=ypm"
"1219","Staybridge Suites Columbus-Dublin","(380) 234-3357","6095 Emerald Pkwy","Dublin, OH 43016","https://www.staybridge.com/redirect?path=hd&brandCode=sb&hotelCode=cmhtc&_PMID=99601036&cm_mmc=ypm"
"1220","Staybridge Suites Cleveland Mayfield Hts Beachwd","(440) 510-5814","6103 Landerhaven Dr","Cleveland, OH 44124","https://www.staybridge.com/redirect?path=hd&brandCode=sb&hotelCode=clelc&_PMID=99601036&cm_mmc=ypm"
"1221","Staybridge Suites Cincinnati North","(513) 790-2165","8955 Lakota Dr W","West Chester, OH 45069","https://www.staybridge.com/redirect?path=hd&brandCode=sb&hotelCode=cvgnw&_PMID=99601036&cm_mmc=ypm"
"1223","Staybridge Suites Columbus-Airport","(614) 532-2828","2890 Airport Dr","Columbus, OH 43219","https://www.staybridge.com/redirect?path=hd&brandCode=sb&hotelCode=cmhad&_PMID=99601036&cm_mmc=ypm"
"1232","Hotel Indigo Cleveland-Beachwood","(216) 342-9345","3581 Park East Dr","Beachwood, OH 44122","https://www.hotelindigo.com/redirect?path=hd&brandCode=in&hotelCode=clebd&_PMID=99601036&cm_mmc=ypm"
"1233","Hampton Inn","(740) 446-8000","444 State Route 7 S","Gallipolis, OH 45631","http://hamptoninn.hilton.com/en/hp/hotels/index.jhtml?ctyhocn=GPLOHHX"
"1234","Staybridge Suites Canton","(330) 470-8085","3879 Everhard Rd NW","Canton, OH 44709","https://www.staybridge.com/redirect?path=hd&brandCode=sb&hotelCode=caker&_PMID=99601036&cm_mmc=ypm"
"1235","Staybridge Suites Toledo - Rossford - Perrysburg","(419) 464-7119","9749 Clark Dr","Rossford, OH 43460","https://www.staybridge.com/redirect?path=hd&brandCode=sb&hotelCode=tolsb&_PMID=99601036&cm_mmc=ypm"
"1242","Budget Inn","(580) 332-4995","1115 N Broadway Ave","Ada, OK 74820","http://www.budgetinn.com"
"1249","Staybridge Suites Oklahoma City-Quail Springs","(405) 310-0418","2740 NW 138th St","Oklahoma City, OK 73134","https://www.staybridge.com/redirect?path=hd&brandCode=sb&hotelCode=okcbq&_PMID=99601036&cm_mmc=ypm"
"1251","Wayfarer Inn Woodward-Magnuson Worldwide","(580) 256-5553","2901 Williams Ave","Woodward, OK 73801","http://www.wayfarerinn.net"
"1252","Staybridge Suites Tulsa-Woodland Hills","(918) 600-0964","11111 E 73rd St","Tulsa, OK 74133","https://www.staybridge.com/redirect?path=hd&brandCode=sb&hotelCode=tulsa&_PMID=99601036&cm_mmc=ypm"
"1253","Staybridge Suites Oklahoma City Airport","(405) 283-4914","4411 SW 15th St","Oklahoma City, OK 73108","https://www.staybridge.com/redirect?path=hd&brandCode=sb&hotelCode=okcst&_PMID=99601036&cm_mmc=ypm"
"1257","Candlewood Suites Woodward","(580) 377-3579","3350 Oklahoma Ave","Woodward, OK 73801","https://www.candlewoodsuites.com/redirect?path=hd&brandCode=cw&hotelCode=wwrcw&_PMID=99601036&cm_mmc=ypm"
"1276","Ester Lee Motel","(888) 996-3606","3803 SW Highway 101","Lincoln City, OR 97367","http://www.esterlee.com"
"1278","Economy Inn","(541) 216-4122","88 N Oregon St","Ontario, OR 97914",NA
"1279","Antlers Inn","(541) 427-3492","103 E Main St","Ukiah, OR 97880",NA
"1280","Traveler's Inn","(541) 600-3158","540 E Broadway","Eugene, OR 97401","http://www.eugenetravelersinn.net"
"1281","Crowne Plaza Portland-Lake Oswego","(503) 610-6312","14811 Kruse Oaks Blvd","Lake Oswego, OR 97035","https://www.crowneplaza.com/redirect?path=hd&brandCode=cp&hotelCode=pdxcp&_PMID=99601036&cm_mmc=ypm"
"1282","Crowne Plaza Portland-Downtown Conv Ctr","(971) 213-3746","1441 NE 2nd Ave","Portland, OR 97232","https://www.crowneplaza.com/redirect?path=hd&brandCode=cp&hotelCode=pdxne&_PMID=99601036&cm_mmc=ypm"
"1283","EVEN Hotels Eugene","(541) 844-7546","2133 Centennial Plz","Eugene, OR 97401","https://www.evenhotels.com/redirect?path=hd&brandCode=vn&hotelCode=eugev&_PMID=99601036&cm_mmc=ypm"
"1284","Staybridge Suites Hillsboro North","(503) 610-4781","6225 NE Casper Ct","Hillsboro, OR 97124","https://www.staybridge.com/redirect?path=hd&brandCode=sb&hotelCode=pdxhn&_PMID=99601036&cm_mmc=ypm"
"1285","Scappoose Creek Inn","(503) 543-2740","53756 W Lane Rd","Scappoose, OR 97056","http://www.scappoosecreekinn.com"
"1286","Staybridge Suites Hillsboro - Orenco Station","(503) 908-4977","7715 NE Cherry Dr","Hillsboro, OR 97124","https://www.staybridge.com/redirect?path=hd&brandCode=sb&hotelCode=pdxhs&_PMID=99601036&cm_mmc=ypm"
"1287","Candlewood Suites Portland-Airport","(503) 765-8323","11250 NE Holman St","Portland, OR 97220","https://www.candlewoodsuites.com/redirect?path=hd&brandCode=cw&hotelCode=pdxcw&_PMID=99601036&cm_mmc=ypm"
"1288","Candlewood Suites Medford","(541) 625-6364","3548 Heathrow Way","Medford, OR 97504","https://www.candlewoodsuites.com/redirect?path=hd&brandCode=cw&hotelCode=mfrbr&_PMID=99601036&cm_mmc=ypm"
"1289","Candlewood Suites Eugene Springfield","(541) 393-9748","3005 Franklin Blvd","Eugene, OR 97403","https://www.candlewoodsuites.com/redirect?path=hd&brandCode=cw&hotelCode=eugcw&_PMID=99601036&cm_mmc=ypm"
"1290","Montavilla Motel","(503) 255-4664","320 SE 99th Ave","Portland, OR 97216",NA
"1294","Seven Feathers Casino Resort","(800) 548-8461","146 Chief Miwaleta Ln","Canyonville, OR 97417","http://sevenfeathers.com"
"1295","Days Inn-Black Bear","(503) 967-0921","1600 Motor Court Northeast","Salem, OR 97301","https://www.wyndhamhotels.com/days-inn/salem-oregon/days-inn-black-bear/overview?CID=LC:DI::GGL:RIO:National:45197&iata=00065402"
"1310","Keystone Motel","(570) 263-5055","430 Woodward Ave","Lock Haven, PA 17745",NA
"1311","Klein's Motel","(484) 258-9712","4800 5th Street Hwy","Temple, PA 19560","http://www.superpages.com/bp/Temple-PA/Kleins-Motel-L2032101420.htm?C=kleins+motel&L=kutztown+pa&lbp=1&TR=77&bidType=FLCLIK&PGID=yp420.8081.1255981160998.37231717383"
"1312","Staybridge Suites Philadelphia Valley Forge 422","(484) 369-6693","88 Anchor Pkwy","Royersford, PA 19468","https://www.staybridge.com/redirect?path=hd&brandCode=sb&hotelCode=ptwaa&_PMID=99601036&cm_mmc=ypm"
"1313","Staybridge Suites Harrisburg Hershey","(717) 839-6027","920 Wildwood Park Dr","Harrisburg, PA 17110","https://www.staybridge.com/redirect?path=hd&brandCode=sb&hotelCode=mdtcs&_PMID=99601036&cm_mmc=ypm"
"1314","Staybridge Suites Wilmington - Brandywine Valley","(484) 836-1187","400 Evergreen Dr","Glen Mills, PA 19342","https://www.staybridge.com/redirect?path=hd&brandCode=sb&hotelCode=phlfd&_PMID=99601036&cm_mmc=ypm"
"1316","Staybridge Suites Allentown West","(610) 424-0018","327 Star Rd","Allentown, PA 18106","https://www.staybridge.com/redirect?path=hd&brandCode=sb&hotelCode=abest&_PMID=99601036&cm_mmc=ypm"
"1318","Staybridge Suites Philadelphia- Montgomeryville","(267) 641-5546","119 Garden Golf Blvd","North Wales, PA 19454","https://www.staybridge.com/redirect?path=hd&brandCode=sb&hotelCode=phlmg&_PMID=99601036&cm_mmc=ypm"
"1319","Staybridge Suites Stroudsburg (East) Poconos","(570) 534-0983","561 Independence Rd","East Stroudsburg, PA 18301","https://www.staybridge.com/redirect?path=hd&brandCode=sb&hotelCode=srbpa&_PMID=99601036&cm_mmc=ypm"
"1321","Crowne Plaza Harrisburg-Hershey","(717) 775-5128","23 S 2nd St","Harrisburg, PA 17101","https://www.crowneplaza.com/redirect?path=hd&brandCode=cp&hotelCode=mdtdt&_PMID=99601036&cm_mmc=ypm"
"1322","Villa Como Inc.","(570) 798-2761","263 Como Rd","Lake Como, PA 18437","http://villacomopa.com"
"1323","Hotel Indigo Harrisburg - Hershey","(223) 225-7103","765 Eisenhower Blvd","Harrisburg, PA 17111","https://www.hotelindigo.com/redirect?path=hd&brandCode=in&hotelCode=mdteb&_PMID=99601036&cm_mmc=ypm"
"1325","Candlewood Suites Sayre","(570) 882-4072","2775 Elmira St","Sayre, PA 18840","https://www.candlewoodsuites.com/redirect?path=hd&brandCode=cw&hotelCode=saycw&_PMID=99601036&cm_mmc=ypm"
"1326","Hotel Indigo Pittsburgh East Liberty","(412) 990-1016","123 N Highland Ave","Pittsburgh, PA 15206","https://www.hotelindigo.com/redirect?path=hd&brandCode=in&hotelCode=pithb&_PMID=99601036&cm_mmc=ypm"
"1327","Crowne Plaza Suites Pittsburgh South","(412) 857-4852","164 Fort Couch Rd","Pittsburgh, PA 15241","https://www.crowneplaza.com/redirect?path=hd&brandCode=cp&hotelCode=pitso&_PMID=99601036&cm_mmc=ypm"
"1329","Staybridge Suites Allentown Bethlehem Airport","(484) 510-8061","1787A Airport Rd","Allentown, PA 18109","https://www.staybridge.com/redirect?path=hd&brandCode=sb&hotelCode=abeap&_PMID=99601036&cm_mmc=ypm"
"1330","Staybridge Suites Pittsburgh-Cranberry Township","(878) 252-2142","915 Brush Creek Rd","Warrendale, PA 15086","https://www.staybridge.com/redirect?path=hd&brandCode=sb&hotelCode=pitsb&_PMID=99601036&cm_mmc=ypm"
"1331","Hotel Indigo Pittsburgh - Technology Center","(412) 844-4083","329 Technology Dr","Pittsburgh, PA 15219","https://www.hotelindigo.com/redirect?path=hd&brandCode=in&hotelCode=pitgh&_PMID=99601036&cm_mmc=ypm"
"1332","Candlewood Suites Erie","(814) 841-1527","2020 Edinboro Rd","Erie, PA 16509","https://www.candlewoodsuites.com/redirect?path=hd&brandCode=cw&hotelCode=ericw&_PMID=99601036&cm_mmc=ypm"
"1333","EVEN Hotels Pittsburgh Downtown","(412) 483-1990","425 Forbes Ave","Pittsburgh, PA 15219","https://www.evenhotels.com/redirect?path=hd&brandCode=vn&hotelCode=pitev&_PMID=99601036&cm_mmc=ypm"
"1336","Christ Our Shepherd Center","(724) 834-7350","2900 Seminary Dr","Greensburg, PA 15601","http://www.dioceseofgreensburg.org/pages/default.aspx"
"1337","avid hotels Lancaster","(717) 690-0600","2151 Lincoln Hwy E","Lancaster, PA 17602","https://www.avidhotels.com/redirect?path=hd&brandCode=va&hotelCode=lnsav&_PMID=99601036&cm_mmc=ypm"
"1345","Crowne Plaza Providence-Warwick (Airport)","(401) 735-4616","801 Greenwich Ave","Warwick, RI 02886","https://www.crowneplaza.com/redirect?path=hd&brandCode=cp&hotelCode=wrwri&_PMID=99601036&cm_mmc=ypm"
"1347","Wellington Resort","(401) 849-1770","551 Thames St","Newport, RI 02840","http://www.wellingtonresort.com"
"1349","Newport Bay Club & Hotel","(401) 648-4153","337 Thames St, Unit 19","Newport, RI 02840","http://www.newportbayclub.com"
"1350","SureStay Plus Hotel by Best Western","(401) 232-2400","355 George Washington Highway","Smithfield, RI 02917","http://www.innri.net"
"1352","Adele Turner Inn","(401) 848-8011","93 Pelham St","Newport, RI 02840","http://www.adeleturner.com"
"1353","Step Stone Hospitality","(401) 865-6901","333 Westminster St Ste 3","Providence, RI 02903","http://www.stepstonehospitality.com"
"1354","Goosewing Hotels and Resorts","(401) 635-2222","4 S Of Commons Rd","Little Compton, RI 02837",NA
"1355","Club Wyndham Newport Overlook","(401) 423-1886","150 Bay View Dr","Jamestown, RI 02835","http://www.extraholidays.com"
"1356","Payne's Harbor View Inn","(401) 466-5758","582 Ocean Ave","Block Island, RI 02807","http://www.paynesharborviewinn.com"
"1357","Liberty Travel","(877) 999-2101","400 Bald Hill Rd Ste 201","Warwick, RI 02886","http://www.libertytravel.com"
"1358","The Sullivan House","(401) 466-5020","Corn Neck Rd.","Block Island, RI 02807","http://www.thesullivanhouse.com"
"1359","Residence Inn by Marriott Newport Middletown","(401) 845-2005","325 W Main Rd","Middletown, RI 02842","http://www.marriott.com/hotels/travel/pvdnm-residence-inn-newport-middletown/?scid=bb1a189a-fec3-4d19-a255-54ba596febe2"
"1360","Motel 6","(401) 848-0600","249 Connell Hwy","Newport, RI 02840","http://www.motel6.com"
"1361","Hilltop Inn","(401) 619-0054","2 Kay St","Newport, RI 02840","http://www.hilltopnewport.com"
"1362","The Chanler at Cliff Walk","(401) 847-1300","117 Memorial Blvd","Newport, RI 02840","http://thechanler.com"
"1363","Sandcastle Beachfront Inn","(401) 596-6900","141 Atlantic Ave","Westerly, RI 02891","http://www.sandcastlebeachfrontinn.com"
"1364","Omni","(401) 574-5770","14 Kipling St","Providence, RI 02907","http://www.omnihotels.com"
"1365","Hamilton Village Inn","(401) 295-0700","642 Boston Neck Rd","North Kingstown, RI 02852","http://www.hamiltonvillageinn.com"
"1366","Navy Lodge","(401) 849-4500","1354 Whipple St","Newport, RI 02840","http://navy-lodge.com"
"1367","Admiral Fitzroy Inn","(401) 848-8000","398 Thames St","Newport, RI 02840","http://www.admiralfitzroy.com"
"1368","Budget Inn North Kingstown","(401) 294-4888","7825 Post Rd","North Kingstown, RI 02852","http://budgetinn.info"
"1369","Travelers Motor Lodge","(401) 765-3145","1210 Eddie Dowling Hwy","North Smithfield, RI 02896","http://www.travelersmotorlodge.com"
"1370","Valley Inn","(401) 847-9871","2221 W Main Rd","Portsmouth, RI 02871","http://www.thevalleyinn.net"
"1371","Best Western Airport Inn","(401) 737-7400","2138 Post Rd","Warwick, RI 02886","https://www.bestwestern.com/en_US/book/hotel-rooms.40007.html?iata=00171890&ssob=BLBWI0003G&cid=BLBWI0003G:yext:website:40007"
"1379","Dream Vacations","(864) 435-9431","179 Sherbert St","Roebuck, SC 29376","http://www.cruiseone.com/btolleson"
"1380","Crowne Plaza Greenville-I-385-Roper Mtn Rd","(864) 686-8349","851 Congaree Rd","Greenville, SC 29607","https://www.crowneplaza.com/redirect?path=hd&brandCode=cp&hotelCode=gsprm&_PMID=99601036&cm_mmc=ypm"
"1382","Staybridge Suites Greenville I-85 Woodruff Road","(864) 326-2757","31 Market Point Dr","Greenville, SC 29607","https://www.staybridge.com/redirect?path=hd&brandCode=sb&hotelCode=gspsc&_PMID=99601036&cm_mmc=ypm"
"1384","Economy Inn","(843) 900-1806","200 Holiday Dr","Summerville, SC 29483","https://www.yelp.com/biz/economy-inn-summerville"
"1385","Ann Marie's Travel","(843) 651-4789","5 Spinnaker Ln","Murrells Inlet, SC 29576","http://www.cruiseshipcenters.com/AnnMarieReadler"
"1386","Staybridge Suites Columbia","(803) 381-0117","1913 Huger St","Columbia, SC 29201","https://www.staybridge.com/redirect?path=hd&brandCode=sb&hotelCode=caers&_PMID=99601036&cm_mmc=ypm"
"1388","Crowne Plaza Charleston Airport - Conv Ctr","(854) 800-2239","4831 Tanger Outlet Blvd","North Charleston, SC 29418","https://www.crowneplaza.com/redirect?path=hd&brandCode=cp&hotelCode=chssc&_PMID=99601036&cm_mmc=ypm"
"1389","Staybridge Suites Myrtle Beach - West","(843) 913-8454","303 Fantasy Harbour Blvd","Myrtle Beach, SC 29579","https://www.staybridge.com/redirect?path=hd&brandCode=sb&hotelCode=myrfh&_PMID=99601036&cm_mmc=ypm"
"1390","Relax Inn","(843) 797-6864","2512 Ashley Phosphate Rd","North Charleston, SC 29418","http://www.yelp.com"
"1391","Staybridge Suites Charleston-Ashley Phosphate","(854) 800-4140","2465 Prospect Dr","Charleston, SC 29406","https://www.staybridge.com/redirect?path=hd&brandCode=sb&hotelCode=chsal&_PMID=99601036&cm_mmc=ypm"
"1412","Hillcrest Motel","(605) 775-2654","701 W Us Hwy 18","Burke, SD 57523",NA
"1414","Staybridge Suites Sioux Falls at Empire Mall","(605) 906-8922","2505 S Carolyn Ave","Sioux Falls, SD 57106","https://www.staybridge.com/redirect?path=hd&brandCode=sb&hotelCode=fsdsd&_PMID=99601036&cm_mmc=ypm"
"1415","Staybridge Suites Rapid City - Rushmore","(605) 593-0676","1314 Luna Ave","Rapid City, SD 57701","https://www.staybridge.com/redirect?path=hd&brandCode=sb&hotelCode=rapsa&_PMID=99601036&cm_mmc=ypm"
"1417","Staybridge Suites Sioux Falls Southwest","(605) 951-0958","4210 W 59th St","Sioux Falls, SD 57108","https://www.staybridge.com/redirect?path=hd&brandCode=sb&hotelCode=fsdso&_PMID=99601036&cm_mmc=ypm"
"1419","Candlewood Suites Sioux Falls","(605) 906-8403","2725 S Carolyn Ave","Sioux Falls, SD 57106","https://www.candlewoodsuites.com/redirect?path=hd&brandCode=cw&hotelCode=fsdcw&_PMID=99601036&cm_mmc=ypm"
"1421","Holiday Motel","(605) 698-7644","2216 Sd Highway 10","Sisseton, SD 57262",NA
"1422","White House Inn","(605) 225-5000","500 6th Ave SW","Aberdeen, SD 57401","http://www.aberdeenwhitehouseinn.com"
"1427","TownePlace Suites by Marriott Aberdeen","(605) 277-4196","402 Norwood St S","Aberdeen, SD 57401","http://www.marriott.com/hotels/travel/abrts-towneplace-suites-aberdeen"
"1428","Prairie Vista Inn","(844) 785-2864","204 E 1st Ave E","Faith, SD 57626","http://www.prairievistainn.com"
"1433","BEST WESTERN Vermillion Inn","(605) 624-8333","701 W Cherry St","Vermillion, SD 57069","http://www.bestwestern.com"
"1446","Inn Of Lenoir","(865) 657-7220","503 Highway 321 N","Lenoir City, TN 37771","http://innoflenoircitytennessee.com"
"1448","A & W Motel","(931) 614-0976","1505 Madison St","Clarksville, TN 37040",NA
